Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0028699	None									
OG0028700	None									
OG0028701	None									
OG0028702	None									
OG0028703	None									
OG0028704	None									
OG0028705	None									
OG0028706	None									
OG0028707	None									
OG0028708	None									
OG0028709	None									
OG0028710	None									
OG0028711	None									
OG0028712	None									
OG0028713	None									
OG0028714	None									
OG0028715	None									
OG0028716	None									
OG0028717	None									
OG0028718	None									
OG0028719	None									
OG0028720	None									
OG0028721	None									
OG0028722	None									
OG0028723	None									
OG0028724	None									
OG0028725	None									
OG0028726	None									
OG0028727	None									
OG0028728	None									
OG0028729	None									
OG0028730	None									
OG0028731	None									
OG0028732	None									
OG0028733	None									
OG0028734	None									
OG0028735	None									
OG0028736	None									
OG0028737	None									
OG0028738	None									
OG0028739	None									
OG0028740	None									
OG0028741	None									
OG0028742	None									
OG0028743	None									
OG0028744	None									
OG0028745	None									
OG0028746	None									
OG0028747	None									
OG0028748	None									
OG0028749	None									
OG0028750	None									
OG0028751	None									
OG0028752	None									
OG0028753	None									
OG0028754	None									
OG0028755	None									
OG0028756	None									
OG0028757	None									
OG0028758	None									
OG0028759	None									
OG0028760	None									
OG0028761	None									
OG0028762	None									
OG0028763	None									
OG0028764	None									
OG0028765	None									
OG0028766	None									
OG0028767	None									
OG0028768	None									
OG0028769	None									
OG0028770	None									
OG0028771	None									
OG0028772	None									
OG0028773	None									
OG0028774	None									
OG0028775	None									
OG0028776	None									
OG0028777	None									
OG0028778	None									
OG0028779	None									
OG0028780	None									
OG0028781	None									
OG0028782	None									
OG0028783	None									
OG0028784	None									
OG0028785	None									
OG0028786	None									
OG0028787	None									
OG0028788	None									
OG0028789	None									
OG0028790	None									
OG0028791	None									
OG0028792	None									
OG0028793	None									
OG0028794	None									
OG0028795	None									
OG0028796	None									
OG0028797	None									
OG0028798	None									
OG0028799	None									
OG0028800	None									
OG0028801	None									
OG0028802	None									
OG0028803	None									
OG0028804	None									
OG0028805	None									
OG0028806	None									
OG0028807	None									
OG0028808	None									
OG0028809	None									
OG0028810	None									
OG0028811	None									
OG0028812	None									
OG0028813	None									
OG0028814	None									
OG0028815	None									
OG0028816	None									
OG0028817	None									
OG0028818	None									
OG0028819	None									
OG0028820	None									
OG0028821	None									
OG0028822	None									
OG0028823	None									
OG0028824	None									
OG0028825	None									
OG0028826	None									
OG0028827	None									
OG0028828	None									
OG0028829	None									
OG0028830	None									
OG0028831	None									
OG0028832	None									
OG0028833	None									
OG0028834	None									
OG0028835	None									
OG0028836	None									
OG0028837	None									
OG0028838	None									
OG0028839	None									
OG0028840	None									
OG0028841	None									
OG0028842	None									
OG0028843	None									
OG0028844	None									
OG0028845	None									
OG0028846	None									
OG0028847	None									
OG0028848	None									
OG0028849	None									
OG0028850	None									
OG0028851	None									
OG0028852	None									
OG0028853	None									
OG0028854	None									
OG0028855	None									
OG0028856	None									
OG0028857	None									
OG0028858	None									
OG0028859	None									
OG0028860	None									
OG0028861	None									
OG0028862	None									
OG0028863	None									
OG0028864	None									
OG0028865	None									
OG0028866	None									
OG0028867	None									
OG0028868	None									
OG0028869	None									
OG0028870	None									
OG0028871	None									
OG0028872	None									
OG0028873	None									
OG0028874	None									
OG0028875	None									
OG0028876	None									
OG0028877	None									
OG0028878	None									
OG0028879	None									
OG0028880	None									
OG0028881	None									
OG0028882	None									
OG0028883	None									
OG0028884	None									
OG0028885	None									
OG0028886	None									
OG0028887	None									
OG0028888	None									
OG0028889	None									
OG0028890	None									
OG0028891	None									
OG0028892	None									
OG0028893	None									
OG0028894	None									
OG0028895	None									
OG0028896	None									
OG0028897	None									
OG0028898	None									
OG0028899	None									
OG0028900	None									
OG0028901	None									
OG0028902	None									
OG0028903	None									
OG0028904	None									
OG0028905	None									
OG0028906	None									
OG0028907	None									
OG0028908	None									
OG0028909	None									
OG0028910	None									
OG0028911	None									
OG0028912	None									
OG0028913	None									
OG0028914	None									
OG0028915	None									
OG0028916	None									
OG0028917	None									
OG0028918	None									
OG0028919	None									
OG0028920	None									
OG0028921	None									
OG0028922	None									
OG0028923	None									
OG0028924	None									
OG0028925	None									
OG0028926	None									
OG0028927	None									
OG0028928	None									
OG0028929	None									
OG0028930	None									
OG0028931	None									
OG0028932	None									
OG0028933	None									
OG0028934	None									
OG0028935	None									
OG0028936	None									
OG0028937	None									
OG0028938	None									
OG0028939	None									
OG0028940	None									
OG0028941	None									
OG0028942	None									
OG0028943	None									
OG0028944	None									
OG0028945	None									
OG0028946	None									
OG0028947	None									
OG0028948	None									
OG0028949	None									
OG0028950	None									
OG0028951	None									
OG0028952	None									
OG0028953	None									
OG0028954	None									
OG0028955	None									
OG0028956	None									
OG0028957	None									
OG0028958	None									
OG0028959	None									
OG0028960	None									
OG0028961	None									
OG0028962	None									
OG0028963	None									
OG0028964	None									
OG0028965	None									
OG0028966	None									
OG0028967	None									
OG0028968	None									
OG0028969	None									
OG0028970	None									
OG0028971	None									
OG0028972	None									
OG0028973	None									
OG0028974	None									
OG0028975	None									
OG0028976	None									
OG0028977	None									
OG0028978	None									
OG0028979	None									
OG0028980	None									
OG0028981	None									
OG0028982	None									
OG0028983	None									
OG0028984	None									
OG0028985	None									
OG0028986	None									
OG0028987	None									
OG0028988	None									
OG0028989	None									
OG0028990	None									
OG0028991	None									
OG0028992	None									
OG0028993	None									
OG0028994	None									
OG0028995	None									
OG0028996	None									
OG0028997	None									
OG0028998	None									
OG0028999	None									
OG0029000	None									
OG0029001	None									
OG0029002	None									
OG0029003	None									
OG0029004	None									
OG0029005	None									
OG0029006	None									
OG0029007	None									
OG0029008	None									
OG0029009	None									
OG0029010	None									
OG0029011	None									
OG0029012	None									
OG0029013	None									
OG0029014	None									
OG0029015	None									
OG0029016	None									
OG0029017	None									
OG0029018	None									
OG0029019	None									
OG0029020	None									
OG0029021	None									
OG0029022	None									
OG0029023	None									
OG0029024	None									
OG0029025	None									
OG0029026	None									
OG0029027	None									
OG0029028	None									
OG0029029	None									
OG0029030	None									
OG0029031	None									
OG0029032	None									
OG0029033	None									
OG0029034	None									
OG0029035	None									
OG0029036	None									
OG0029037	None									
OG0029038	None									
OG0029039	None									
OG0029040	None									
OG0029041	None									
OG0029042	None									
OG0029043	None									
OG0029044	None									
OG0029045	None									
OG0029046	None									
OG0029047	None									
OG0029048	None									
OG0029049	None									
OG0029050	None									
OG0029051	None									
OG0029052	None									
OG0029053	None									
OG0029054	None									
OG0029055	None									
OG0029056	None									
OG0029057	None									
OG0029058	None									
OG0029059	None									
OG0029060	None									
OG0029061	None									
OG0029062	None									
OG0029063	None									
OG0029064	None									
OG0029065	None									
OG0029066	None									
OG0029067	None									
OG0029068	None									
OG0029069	None									
OG0029070	None									
OG0029071	None									
OG0029072	None									
OG0029073	None									
OG0029074	None									
OG0029075	None									
OG0029076	None									
OG0029077	None									
OG0029078	None									
OG0029079	None									
OG0029080	None									
OG0029081	None									
OG0029082	None									
OG0029083	None									
OG0029084	None									
OG0029085	None									
OG0029086	None									
OG0029087	None									
OG0029088	None									
OG0029089	None									
OG0029090	None									
OG0029091	None									
OG0029092	None									
OG0029093	None									
OG0029094	None									
OG0029095	None									
OG0029096	None									
OG0029097	None									
OG0029098	None									
OG0029099	None									
OG0029100	None									
OG0029101	None									
OG0029102	None									
OG0029103	None									
OG0029104	None									
OG0029105	None									
OG0029106	None									
OG0029107	None									
OG0029108	None									
OG0029109	None									
OG0029110	None									
OG0029111	None									
OG0029112	None									
OG0029113	None									
OG0029114	None									
OG0029115	None									
OG0029116	None									
OG0029117	None									
OG0029118	None									
OG0029119	None									
OG0029120	None									
OG0029121	None									
OG0029122	None									
OG0029123	None									
OG0029124	None									
OG0029125	None									
OG0029126	None									
OG0029127	None									
OG0029128	None									
OG0029129	None									
OG0029130	None									
OG0029131	None									
OG0029132	None									
OG0029133	None									
OG0029134	None									
OG0029135	None									
OG0029136	None									
OG0029137	None									
OG0029138	None									
OG0029139	None									
OG0029140	None									
OG0029141	None									
OG0029142	None									
OG0029143	None									
OG0029144	None									
OG0029145	None									
OG0029146	None									
OG0029147	None									
OG0029148	None									
OG0029149	None									
OG0029150	None									
OG0029151	None									
OG0029152	None									
OG0029153	None									
OG0029154	None									
OG0029155	None									
OG0029156	None									
OG0029157	None									
OG0029158	None									
OG0029159	None									
OG0029160	None									
OG0029161	None									
OG0029162	None									
OG0029163	None									
OG0029164	None									
OG0029165	None									
OG0029166	None									
OG0029167	None									
OG0029168	None									
OG0029169	None									
OG0029170	None									
OG0029171	None									
OG0029172	None									
OG0029173	None									
OG0029174	None									
OG0029175	None									
OG0029176	None									
OG0029177	None									
OG0029178	None									
OG0029179	None									
OG0029180	None									
OG0029181	None									
OG0029182	None									
OG0029183	None									
OG0029184	None									
OG0029185	None									
OG0029186	None									
OG0029187	None									
OG0029188	None									
OG0029189	None									
OG0029190	None									
OG0029191	None									
OG0029192	None									
OG0029193	None									
OG0029194	None									
OG0029195	None									
OG0029196	None									
OG0029197	None									
OG0029198	None									
OG0029199	None									
OG0029200	None									
OG0029201	None									
OG0029202	None									
OG0029203	None									
OG0029204	None									
OG0029205	None									
OG0029206	None									
OG0029207	None									
OG0029208	None									
OG0029209	None									
OG0029210	None									
OG0029211	None									
OG0029212	None									
OG0029213	None									
OG0029214	None									
OG0029215	None									
OG0029216	None									
OG0029217	None									
OG0029218	None									
OG0029219	None									
OG0029220	None									
OG0029221	None									
OG0029222	None									
OG0029223	None									
OG0029224	None									
OG0029225	None									
OG0029226	None									
OG0029227	None									
OG0029228	None									
OG0029229	None									
OG0029230	None									
OG0029231	None									
OG0029232	None									
OG0029233	None									
OG0029234	None									
OG0029235	None									
OG0029236	None									
OG0029237	None									
OG0029238	None									
OG0029239	None									
OG0029240	None									
OG0029241	None									
OG0029242	None									
OG0029243	None									
OG0029244	None									
OG0029245	None									
OG0029246	None									
OG0029247	None									
OG0029248	None									
OG0029249	None									
OG0029250	None									
OG0029251	None									
OG0029252	None									
OG0029253	None									
OG0029254	None									
OG0029255	None									
OG0029256	None									
OG0029257	None									
OG0029258	None									
OG0029259	None									
OG0029260	None									
OG0029261	None									
OG0029262	None									
OG0029263	None									
OG0029264	None									
OG0029265	None									
OG0029266	None									
OG0029267	None									
OG0029268	None									
OG0029269	None									
OG0029270	None									
OG0029271	None									
OG0029272	None									
OG0029273	None									
OG0029274	None									
OG0029275	None									
OG0029276	None									
OG0029277	None									
OG0029278	None									
OG0029279	None									
OG0029280	None									
OG0029281	None									
OG0029282	None									
OG0029283	None									
OG0029284	None									
OG0029285	None									
OG0029286	None									
OG0029287	None									
OG0029288	None									
OG0029289	None									
OG0029290	None									
OG0029291	None									
OG0029292	None									
OG0029293	None									
OG0029294	None									
OG0029295	None									
OG0029296	None									
OG0029297	None									
OG0029298	None									
OG0029299	None									
OG0029300	None									
OG0029301	None									
OG0029302	None									
OG0029303	None									
OG0029304	None									
OG0029305	None									
OG0029306	None									
OG0029307	None									
OG0029308	None									
OG0029309	None									
OG0029310	None									
OG0029311	None									
OG0029312	None									
OG0029313	None									
OG0029314	None									
OG0029315	None									
OG0029316	None									
OG0029317	None									
OG0029318	None									
OG0029319	None									
OG0029320	None									
OG0029321	None									
OG0029322	None									
OG0029323	None									
OG0029324	None									
OG0029325	None									
OG0029326	None									
OG0029327	None									
OG0029328	None									
OG0029329	None									
OG0029330	None									
OG0029331	None									
OG0029332	None									
OG0029333	None									
OG0029334	None									
OG0029335	None									
OG0029336	None									
OG0029337	None									
OG0029338	None									
OG0029339	None									
OG0029340	None									
OG0029341	None									
OG0029342	None									
OG0029343	None									
OG0029344	None									
OG0029345	None									
OG0029346	None									
OG0029347	None									
OG0029348	None									
OG0029349	None									
OG0029350	None									
OG0029351	None									
OG0029352	None									
OG0029353	None									
OG0029354	None									
OG0029355	None									
OG0029356	None									
OG0029357	None									
OG0029358	None									
OG0029359	None									
OG0029360	None									
OG0029361	None									
OG0029362	None									
OG0029363	None									
OG0029364	None									
OG0029365	None									
OG0029366	None									
OG0029367	None									
OG0029368	None									
OG0029369	None									
OG0029370	None									
OG0029371	None									
OG0029372	None									
OG0029373	None									
OG0029374	None									
OG0029375	None									
OG0029376	None									
OG0029377	None									
OG0029378	None									
OG0029379	None									
OG0029380	None									
OG0029381	None									
OG0029382	None									
OG0029383	None									
OG0029384	None									
OG0029385	None									
OG0029386	None									
OG0029387	None									
OG0029388	None									
OG0029389	None									
OG0029390	None									
OG0029391	None									
OG0029392	None									
OG0029393	None									
OG0029394	None									
OG0029395	None									
OG0029396	None									
OG0029397	None									
OG0029398	None									
OG0029399	None									
OG0029400	None									
OG0029401	None									
OG0029402	None									
OG0029403	None									
OG0029404	None									
OG0029405	None									
OG0029406	None									
OG0029407	None									
OG0029408	None									
OG0029409	None									
OG0029410	None									
OG0029411	None									
OG0029412	None									
OG0029413	None									
OG0029414	None									
OG0029415	None									
OG0029416	None									
OG0029417	None									
OG0029418	None									
OG0029419	None									
OG0029420	None									
OG0029421	None									
OG0029422	None									
OG0029423	None									
OG0029424	None									
OG0029425	None									
OG0029426	None									
OG0029427	None									
OG0029428	None									
OG0029429	None									
OG0029430	None									
OG0029431	None									
OG0029432	None									
OG0029433	None									
OG0029434	None									
OG0029435	None									
OG0029436	None									
OG0029437	None									
OG0029438	None									
OG0029439	None									
OG0029440	None									
OG0029441	None									
OG0029442	None									
OG0029443	None									
OG0029444	None									
OG0029445	None									
OG0029446	None									
OG0029447	None									
OG0029448	None									
OG0029449	None									
OG0029450	None									
OG0029451	None									
OG0029452	None									
OG0029453	None									
OG0029454	None									
OG0029455	None									
OG0029456	None									
OG0029457	None									
OG0029458	None									
OG0029459	Down syndrome cell adhesion molecule protein Dscam2-like (1)									
OG0029460	None									
OG0029461	None									
OG0029462	None									
OG0029463	None									
OG0029464	None									
OG0029465	None									
OG0029466	None									
OG0029467	None									
OG0029468	None									
OG0029469	None									
OG0029470	None									
OG0029471	None									
OG0029472	None									
OG0029473	None									
OG0029474	None									
OG0029475	None									
OG0029476	None									
OG0029477	None									
OG0029478	None									
OG0029479	None									
OG0029480	None									
OG0029481	None									
OG0029482	None									
OG0029483	None									
OG0029484	None									
OG0029485	None									
OG0029486	None									
OG0029487	None									
OG0029488	None									
OG0029489	None									
OG0029490	None									
OG0029491	None									
OG0029492	None									
OG0029493	None									
OG0029494	None									
OG0029495	None									
OG0029496	None									
OG0029497	None									
OG0029498	None									
OG0029499	None									
OG0029500	None									
OG0029501	None									
OG0029502	None									
OG0029503	None									
OG0029504	None									
OG0029505	None									
OG0029506	None									
OG0029507	None									
OG0029508	None									
OG0029509	None									
OG0029510	None									
OG0029511	None									
OG0029512	None									
OG0029513	None									
OG0029514	None									
OG0029515	None									
OG0029516	None									
OG0029517	None									
OG0029518	None									
OG0029519	None									
OG0029520	None									
OG0029521	None									
OG0029522	None									
OG0029523	None									
OG0029524	None									
OG0029525	None									
OG0029526	None									
OG0029527	None									
OG0029528	None									
OG0029529	None									
OG0029530	None									
OG0029531	None									
OG0029532	None									
OG0029533	None									
OG0029534	None									
OG0029535	None									
OG0029536	None									
OG0029537	None									
OG0029538	None									
OG0029539	None									
OG0029540	None									
OG0029541	None									
OG0029542	None									
OG0029543	None									
OG0029544	None									
OG0029545	None									
OG0029546	None									
OG0029547	None									
OG0029548	None									
OG0029549	None									
OG0029550	None									
OG0029551	None									
OG0029552	None									
OG0029553	None									
OG0029554	None									
OG0029555	None									
OG0029556	None									
OG0029557	None									
OG0029558	None									
OG0029559	None									
OG0029560	None									
OG0029561	None									
OG0029562	None									
OG0029563	None									
OG0029564	None									
OG0029565	None									
OG0029566	None									
OG0029567	None									
OG0029568	None									
OG0029569	None									
OG0029570	None									
OG0029571	None									
OG0029572	None									
OG0029573	None									
OG0029574	None									
OG0029575	None									
OG0029576	None									
OG0029577	None									
OG0029578	None									
OG0029579	None									
OG0029580	None									
OG0029581	None									
OG0029582	None									
OG0029583	None									
OG0029584	None									
OG0029585	None									
OG0029586	None									
OG0029587	None									
OG0029588	None									
OG0029589	None									
OG0029590	None									
OG0029591	None									
OG0029592	None									
OG0029593	None									
OG0029594	None									
OG0029595	None									
OG0029596	None									
OG0029597	None									
OG0029598	None									
OG0029599	None									
OG0029600	None									
OG0029601	None									
OG0029602	None									
OG0029603	None									
OG0029604	None									
OG0029605	None									
OG0029606	None									
OG0029607	None									
OG0029608	None									
OG0029609	None									
OG0029610	None									
OG0029611	None									
OG0029612	None									
OG0029613	None									
OG0029614	None									
OG0029615	None									
OG0029616	None									
OG0029617	None									
OG0029618	None									
OG0029619	None									
OG0029620	None									
OG0029621	None									
OG0029622	None									
OG0029623	None									
OG0029624	None									
OG0029625	None									
OG0029626	None									
OG0029627	None									
OG0029628	None									
OG0029629	None									
OG0029630	None									
OG0029631	None									
OG0029632	None									
OG0029633	None									
OG0029634	None									
OG0029635	None									
OG0029636	None									
OG0029637	None									
OG0029638	None									
OG0029639	None									
OG0029640	None									
OG0029641	None									
OG0029642	None									
OG0029643	None									
OG0029644	None									
OG0029645	None									
OG0029646	None									
OG0029647	None									
OG0029648	None									
OG0029649	None									
OG0029650	None									
OG0029651	None									
OG0029652	None									
OG0029653	None									
OG0029654	None									
OG0029655	None									
OG0029656	None									
OG0029657	None									
OG0029658	None									
OG0029659	None									
OG0029660	None									
OG0029661	None									
OG0029662	None									
OG0029663	None									
OG0029664	None									
OG0029665	None									
OG0029666	None									
OG0029667	None									
OG0029668	None									
OG0029669	None									
OG0029670	None									
OG0029671	None									
OG0029672	None									
OG0029673	None									
OG0029674	None									
OG0029675	None									
OG0029676	None									
OG0029677	None									
OG0029678	None									
OG0029679	None									
OG0029680	None									
OG0029681	None									
OG0029682	None									
OG0029683	None									
OG0029684	None									
OG0029685	None									
OG0029686	None									
OG0029687	None									
OG0029688	None									
OG0029689	None									
OG0029690	None									
OG0029691	None									
OG0029692	None									
OG0029693	None									
OG0029694	None									
OG0029695	None									
OG0029696	None									
OG0029697	None									
OG0029698	None									
OG0029699	None									
OG0029700	None									
OG0029701	None									
OG0029702	None									
OG0029703	None									
OG0029704	None									
OG0029705	None									
OG0029706	None									
OG0029707	None									
OG0029708	None									
OG0029709	None									
OG0029710	None									
OG0029711	None									
OG0029712	None									
OG0029713	None									
OG0029714	None									
OG0029715	None									
OG0029716	None									
OG0029717	None									
OG0029718	None									
OG0029719	None									
OG0029720	None									
OG0029721	None									
OG0029722	None									
OG0029723	None									
OG0029724	None									
OG0029725	None									
OG0029726	None									
OG0029727	None									
OG0029728	None									
OG0029729	None									
OG0029730	None									
OG0029731	None									
OG0029732	None									
OG0029733	None									
OG0029734	None									
OG0029735	None									
OG0029736	None									
OG0029737	None									
OG0029738	None									
OG0029739	None									
OG0029740	None									
OG0029741	None									
OG0029742	None									
OG0029743	None									
OG0029744	None									
OG0029745	None									
OG0029746	None									
OG0029747	None									
OG0029748	None									
OG0029749	None									
OG0029750	None									
OG0029751	None									
OG0029752	None									
OG0029753	None									
OG0029754	None									
OG0029755	None									
OG0029756	None									
OG0029757	None									
OG0029758	None									
OG0029759	None									
OG0029760	None									
OG0029761	None									
OG0029762	None									
OG0029763	None									
OG0029764	None									
OG0029765	None									
OG0029766	None									
OG0029767	None									
OG0029768	None									
OG0029769	None									
OG0029770	None									
OG0029771	None									
OG0029772	None									
OG0029773	None									
OG0029774	None									
OG0029775	None									
OG0029776	None									
OG0029777	None									
OG0029778	None									
OG0029779	None									
OG0029780	None									
OG0029781	None									
OG0029782	None									
OG0029783	None									
OG0029784	None									
OG0029785	None									
OG0029786	None									
OG0029787	None									
OG0029788	None									
OG0029789	None									
OG0029790	None									
OG0029791	None									
OG0029792	None									
OG0029793	None									
OG0029794	None									
OG0029795	None									
OG0029796	None									
OG0029797	None									
OG0029798	None									
OG0029799	None									
OG0029800	None									
OG0029801	None									
OG0029802	None									
OG0029803	None									
OG0029804	None									
OG0029805	None									
OG0029806	None									
OG0029807	None									
OG0029808	None									
OG0029809	None									
OG0029810	None									
OG0029811	None									
OG0029812	None									
OG0029813	None									
OG0029814	None									
OG0029815	None									
OG0029816	None									
OG0029817	None									
OG0029818	None									
OG0029819	None									
OG0029820	None									
OG0029821	None									
OG0029822	None									
OG0029823	None									
OG0029824	None									
OG0029825	None									
OG0029826	None									
OG0029827	None									
OG0029828	None									
OG0029829	None									
OG0029830	None									
OG0029831	None									
OG0029832	None									
OG0029833	None									
OG0029834	None									
OG0029835	None									
OG0029836	None									
OG0029837	None									
OG0029838	None									
OG0029839	None									
OG0029840	None									
OG0029841	None									
OG0029842	None									
OG0029843	None									
OG0029844	None									
OG0029845	None									
OG0029846	None									
OG0029847	None									
OG0029848	None									
OG0029849	None									
OG0029850	None									
OG0029851	None									
OG0029852	None									
OG0029853	None									
OG0029854	None									
OG0029855	None									
OG0029856	None									
OG0029857	None									
OG0029858	None									
OG0029859	None									
OG0029860	None									
OG0029861	None									
OG0029862	None									
OG0029863	None									
OG0029864	None									
OG0029865	None									
OG0029866	None									
OG0029867	None									
OG0029868	None									
OG0029869	None									
OG0029870	None									
OG0029871	None									
OG0029872	None									
OG0029873	None									
OG0029874	None									
OG0029875	None									
OG0029876	None									
OG0029877	None									
OG0029878	None									
OG0029879	None									
OG0029880	None									
OG0029881	None									
OG0029882	None									
OG0029883	None									
OG0029884	None									
OG0029885	None									
OG0029886	None									
OG0029887	None									
OG0029888	None									
OG0029889	None									
OG0029890	None									
OG0029891	None									
OG0029892	None									
OG0029893	None									
OG0029894	None									
OG0029895	None									
OG0029896	None									
OG0029897	None									
OG0029898	None									
OG0029899	None									
OG0029900	None									
OG0029901	None									
OG0029902	None									
OG0029903	None									
OG0029904	None									
OG0029905	None									
OG0029906	None									
OG0029907	None									
OG0029908	None									
OG0029909	None									
OG0029910	None									
OG0029911	None									
OG0029912	None									
OG0029913	None									
OG0029914	None									
OG0029915	None									
OG0029916	None									
OG0029917	None									
OG0029918	None									
OG0029919	None									
OG0029920	None									
OG0029921	None									
OG0029922	None									
OG0029923	None									
OG0029924	None									
OG0029925	None									
OG0029926	None									
OG0029927	None									
OG0029928	None									
OG0029929	None									
OG0029930	None									
OG0029931	None									
OG0029932	None									
OG0029933	None									
OG0029934	None									
OG0029935	None									
OG0029936	None									
OG0029937	None									
OG0029938	None									
OG0029939	None									
OG0029940	None									
OG0029941	None									
OG0029942	None									
OG0029943	None									
OG0029944	None									
OG0029945	None									
OG0029946	None									
OG0029947	None									
OG0029948	None									
OG0029949	None									
OG0029950	None									
OG0029951	None									
OG0029952	None									
OG0029953	None									
OG0029954	None									
OG0029955	None									
OG0029956	None									
OG0029957	None									
OG0029958	None									
OG0029959	None									
OG0029960	None									
OG0029961	None									
OG0029962	None									
OG0029963	None									
OG0029964	None									
OG0029965	None									
OG0029966	None									
OG0029967	None									
OG0029968	None									
OG0029969	None									
OG0029970	None									
OG0029971	None									
OG0029972	None									
OG0029973	None									
OG0029974	None									
OG0029975	None									
OG0029976	None									
OG0029977	None									
OG0029978	None									
OG0029979	None									
OG0029980	None									
OG0029981	None									
OG0029982	None									
OG0029983	None									
OG0029984	None									
OG0029985	None									
OG0029986	None									
OG0029987	None									
OG0029988	None									
OG0029989	None									
OG0029990	None									
OG0029991	None									
OG0029992	None									
OG0029993	None									
OG0029994	None									
OG0029995	None									
OG0029996	None									
OG0029997	None									
OG0029998	None									
OG0029999	None									
OG0030000	None									
OG0030001	None									
OG0030002	None									
OG0030003	None									
OG0030004	None									
OG0030005	None									
OG0030006	None									
OG0030007	None									
OG0030008	None									
OG0030009	None									
OG0030010	None									
OG0030011	None									
OG0030012	None									
OG0030013	None									
OG0030014	None									
OG0030015	None									
OG0030016	None									
OG0030017	None									
OG0030018	None									
OG0030019	None									
OG0030020	None									
OG0030021	None									
OG0030022	None									
OG0030023	None									
OG0030024	None									
OG0030025	None									
OG0030026	None									
OG0030027	None									
OG0030028	None									
OG0030029	None									
OG0030030	Myosin-IIIb-like (1)									
OG0030031	None									
OG0030032	None									
OG0030033	None									
OG0030034	None									
OG0030035	None									
OG0030036	None									
OG0030037	None									
OG0030038	None									
OG0030039	None									
OG0030040	None									
OG0030041	None									
OG0030042	None									
OG0030043	None									
OG0030044	None									
OG0030045	None									
OG0030046	None									
OG0030047	None									
OG0030048	None									
OG0030049	None									
OG0030050	None									
OG0030051	None									
OG0030052	None									
OG0030053	None									
OG0030054	None									
OG0030055	None									
OG0030056	None									
OG0030057	None									
OG0030058	None									
OG0030059	None									
OG0030060	None									
OG0030061	None									
OG0030062	None									
OG0030063	None									
OG0030064	None									
OG0030065	None									
OG0030066	None									
OG0030067	None									
OG0030068	None									
OG0030069	None									
OG0030070	None									
OG0030071	None									
OG0030072	None									
OG0030073	None									
OG0030074	None									
OG0030075	None									
OG0030076	None									
OG0030077	None									
OG0030078	None									
OG0030079	None									
OG0030080	None									
OG0030081	None									
OG0030082	None									
OG0030083	None									
OG0030084	None									
OG0030085	None									
OG0030086	None									
OG0030087	None									
OG0030088	None									
OG0030089	None									
OG0030090	None									
OG0030091	None									
OG0030092	None									
OG0030093	None									
OG0030094	None									
OG0030095	None									
OG0030096	None									
OG0030097	None									
OG0030098	None									
OG0030099	None									
OG0030100	None									
OG0030101	None									
OG0030102	None									
OG0030103	None									
OG0030104	None									
OG0030105	None									
OG0030106	None									
OG0030107	None									
OG0030108	None									
OG0030109	None									
OG0030110	None									
OG0030111	None									
OG0030112	None									
OG0030113	None									
OG0030114	None									
OG0030115	None									
OG0030116	None									
OG0030117	None									
OG0030118	None									
OG0030119	None									
OG0030120	None									
OG0030121	None									
OG0030122	None									
OG0030123	None									
OG0030124	None									
OG0030125	None									
OG0030126	None									
OG0030127	None									
OG0030128	None									
OG0030129	None									
OG0030130	None									
OG0030131	None									
OG0030132	None									
OG0030133	None									
OG0030134	None									
OG0030135	None									
OG0030136	None									
OG0030137	None									
OG0030138	None									
OG0030139	None									
OG0030140	None									
OG0030141	None									
OG0030142	None									
OG0030143	None									
OG0030144	None									
OG0030145	None									
OG0030146	None									
OG0030147	None									
OG0030148	None									
OG0030149	None									
OG0030150	None									
OG0030151	None									
OG0030152	None									
OG0030153	None									
OG0030154	None									
OG0030155	None									
OG0030156	None									
OG0030157	None									
OG0030158	None									
OG0030159	None									
OG0030160	None									
OG0030161	None									
OG0030162	None									
OG0030163	None									
OG0030164	None									
OG0030165	None									
OG0030166	None									
OG0030167	None									
OG0030168	None									
OG0030169	None									
OG0030170	None									
OG0030171	None									
OG0030172	None									
OG0030173	None									
OG0030174	None									
OG0030175	None									
OG0030176	None									
OG0030177	None									
OG0030178	None									
OG0030179	None									
OG0030180	None									
OG0030181	None									
OG0030182	None									
OG0030183	None									
OG0030184	None									
OG0030185	None									
OG0030186	None									
OG0030187	None									
OG0030188	None									
OG0030189	None									
OG0030190	None									
OG0030191	None									
OG0030192	None									
OG0030193	None									
OG0030194	None									
OG0030195	None									
OG0030196	None									
OG0030197	None									
OG0030198	None									
OG0030199	None									
OG0030200	None									
OG0030201	None									
OG0030202	None									
OG0030203	None									
OG0030204	None									
OG0030205	None									
OG0030206	None									
OG0030207	None									
OG0030208	None									
OG0030209	None									
OG0030210	None									
OG0030211	None									
OG0030212	None									
OG0030213	None									
OG0030214	None									
OG0030215	None									
OG0030216	None									
OG0030217	None									
OG0030218	None									
OG0030219	None									
OG0030220	None									
OG0030221	None									
OG0030222	None									
OG0030223	None									
OG0030224	None									
OG0030225	None									
OG0030226	None									
OG0030227	None									
OG0030228	None									
OG0030229	None									
OG0030230	None									
OG0030231	None									
OG0030232	None									
OG0030233	None									
OG0030234	None									
OG0030235	None									
OG0030236	None									
OG0030237	None									
OG0030238	None									
OG0030239	None									
OG0030240	None									
OG0030241	None									
OG0030242	None									
OG0030243	None									
OG0030244	None									
OG0030245	None									
OG0030246	None									
