cluster	model	profile_type	orthogroup	signif_level	signif_fdr	coefficient	pval	species	locus_tag	Length	egg_Description	KO	KO_definition	deepsig_feature	deepsig_start	deepsig_end	gene	expression
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-24168-1.2	325	sulfotransferase activity	K01016;K01014;K01025;K16949;K01015	estrone sulfotransferase [EC:2.8.2.4];aryl sulfotransferase [EC:2.8.2.1];sulfotransferase [EC:2.8.2.-];amine sulfotransferase [EC:2.8.2.3];alcohol sulfotransferase [EC:2.8.2.2]	Chain	1	325	evm.contig-24168-1.2	0
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-246274-1.1	224	Sulfotransferase domain	K01016;K01025;K01014;K01015;K22523	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];aryl sulfotransferase [EC:2.8.2.1];alcohol sulfotransferase [EC:2.8.2.2];sulfotransferase 6B1 [EC:2.8.2.-]	Chain	1	224	evm.contig-246274-1.1	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-249564-1.1	319	Sulfotransferase domain	K01016;K01025;K01014;K01015;K16949	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];aryl sulfotransferase [EC:2.8.2.1];alcohol sulfotransferase [EC:2.8.2.2];amine sulfotransferase [EC:2.8.2.3]	Chain	1	319	evm.contig-249564-1.1	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-249564-1.2	320	NA	K01016;K01025;K01014;K01015;K16949	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];aryl sulfotransferase [EC:2.8.2.1];alcohol sulfotransferase [EC:2.8.2.2];amine sulfotransferase [EC:2.8.2.3]	Chain	1	320	evm.contig-249564-1.2	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-249565-1.1	335	Sulfotransferase domain	K01025;K01016;K01014;K01015;K11822	sulfotransferase [EC:2.8.2.-];estrone sulfotransferase [EC:2.8.2.4];aryl sulfotransferase [EC:2.8.2.1];alcohol sulfotransferase [EC:2.8.2.2];bile-salt sulfotransferase [EC:2.8.2.14]	Chain	1	335	evm.contig-249565-1.1	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-32149-1.1	370	Sulfotransferase family cytosolic 2B member 1-like	K01016;K01025;K01015;K11822;K16949	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];alcohol sulfotransferase [EC:2.8.2.2];bile-salt sulfotransferase [EC:2.8.2.14];amine sulfotransferase [EC:2.8.2.3]	Chain	1	370	evm.contig-32149-1.1	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-32149-1.2	187	Sulfotransferase family, cytosolic, 1C, member 3	K01016;K01025;K01015;K01014;K22523	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];alcohol sulfotransferase [EC:2.8.2.2];aryl sulfotransferase [EC:2.8.2.1];sulfotransferase 6B1 [EC:2.8.2.-]	Chain	1	187	evm.contig-32149-1.2	0
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-32149-1.3	374	Sulfotransferase domain	K01016;K01015;K01025;K01014;K16949	estrone sulfotransferase [EC:2.8.2.4];alcohol sulfotransferase [EC:2.8.2.2];sulfotransferase [EC:2.8.2.-];aryl sulfotransferase [EC:2.8.2.1];amine sulfotransferase [EC:2.8.2.3]	Chain	1	374	evm.contig-32149-1.3	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-32212-1.3	205	aryl sulfotransferase activity	K01016;K01025;K01015;K01014;K11822	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];alcohol sulfotransferase [EC:2.8.2.2];aryl sulfotransferase [EC:2.8.2.1];bile-salt sulfotransferase [EC:2.8.2.14]	Chain	1	205	evm.contig-32212-1.3	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-67000-1.2	319	sulfotransferase activity	K01025;K01016;K01015;K01014;K11822	sulfotransferase [EC:2.8.2.-];estrone sulfotransferase [EC:2.8.2.4];alcohol sulfotransferase [EC:2.8.2.2];aryl sulfotransferase [EC:2.8.2.1];bile-salt sulfotransferase [EC:2.8.2.14]	Chain	1	319	evm.contig-67000-1.2	1
cluster_46	speciation	speciation	OG0000258	Yes	No	0.161811579494496	0.00791400603178753	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-92054-1.1	320	Sulfotransferase domain	K01016;K01025;K22523;K01015;K01014	estrone sulfotransferase [EC:2.8.2.4];sulfotransferase [EC:2.8.2.-];sulfotransferase 6B1 [EC:2.8.2.-];alcohol sulfotransferase [EC:2.8.2.2];aryl sulfotransferase [EC:2.8.2.1]	Chain	1	320	evm.contig-92054-1.1	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-134109-1.1	673	NA	K22615;K20865;K25450;K10165;K08727	NLR family CARD domain containing 5;NACHT, LRR and PYD domains-containing protein 12;dynein regulatory complex subunit 5;nucleotide-binding oligomerization domain-containing protein 2;nucleotide-binding oligomerization domain-containing protein 1	Chain	1	673	evm.contig-134109-1.1	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-134109-1.2	1316	NA	K20865;K10165;K10370;K25450;K12807	NACHT, LRR and PYD domains-containing protein 12;nucleotide-binding oligomerization domain-containing protein 2;tropomodulin;dynein regulatory complex subunit 5;baculoviral IAP repeat-containing protein 1	Chain	1	1316	evm.contig-134109-1.2	0
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-134110-1.4	1331	NA	K20865;K10370;K10165;K22615;K25450	NACHT, LRR and PYD domains-containing protein 12;tropomodulin;nucleotide-binding oligomerization domain-containing protein 2;NLR family CARD domain containing 5;dynein regulatory complex subunit 5	Chain	1	1331	evm.contig-134110-1.4	0
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-17693-1.1	680	NA	K20865;K10370;K22615;K22666;K10165	NACHT, LRR and PYD domains-containing protein 12;tropomodulin;NLR family CARD domain containing 5;NACHT, LRR and PYD domains-containing protein 14;nucleotide-binding oligomerization domain-containing protein 2	Chain	1	680	evm.contig-17693-1.1	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-19643-1.8	732	NA	K10370;K10165;K20865;K22615;K08727	tropomodulin;nucleotide-binding oligomerization domain-containing protein 2;NACHT, LRR and PYD domains-containing protein 12;NLR family CARD domain containing 5;nucleotide-binding oligomerization domain-containing protein 1	Chain	1	732	evm.contig-19643-1.8	0
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-240243-1.2	750	NA	K10165;K20865;K16634;K22615;K09257	nucleotide-binding oligomerization domain-containing protein 2;NACHT, LRR and PYD domains-containing protein 12;ribonuclease inhibitor;NLR family CARD domain containing 5;NF-kappa-B inhibitor-like protein 2	Chain	1	750	evm.contig-240243-1.2	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-47053-1.6	432	NA	K20865;K10370;K10165;K25450;K17576	NACHT, LRR and PYD domains-containing protein 12;tropomodulin;nucleotide-binding oligomerization domain-containing protein 2;dynein regulatory complex subunit 5;protein phosphatase 1 regulatory subunit 37	Chain	1	432	evm.contig-47053-1.6	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-47053-1.7	515	NA	K20865;K10370;K10165;K25450;K14319	NACHT, LRR and PYD domains-containing protein 12;tropomodulin;nucleotide-binding oligomerization domain-containing protein 2;dynein regulatory complex subunit 5;Ran GTPase-activating protein 1	Chain	1	515	evm.contig-47053-1.7	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-54278-1.4	411	NA	K22615;K20865;K10165;K08727;K25450	NLR family CARD domain containing 5;NACHT, LRR and PYD domains-containing protein 12;nucleotide-binding oligomerization domain-containing protein 2;nucleotide-binding oligomerization domain-containing protein 1;dynein regulatory complex subunit 5	Chain	1	411	evm.contig-54278-1.4	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-74357-1.3	710	Ribonuclease inhibitor	K10370;K20865;K10165;K22615;K08727	tropomodulin;NACHT, LRR and PYD domains-containing protein 12;nucleotide-binding oligomerization domain-containing protein 2;NLR family CARD domain containing 5;nucleotide-binding oligomerization domain-containing protein 1	Chain	1	710	evm.contig-74357-1.3	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-77864-1.1	267	NA	K10370;K22615;K08727;K09257;K20865	tropomodulin;NLR family CARD domain containing 5;nucleotide-binding oligomerization domain-containing protein 1;NF-kappa-B inhibitor-like protein 2;NACHT, LRR and PYD domains-containing protein 12	Chain	1	267	evm.contig-77864-1.1	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-85524-1.1	647	NA	K20865;K22615;K25450;K10165;K22666	NACHT, LRR and PYD domains-containing protein 12;NLR family CARD domain containing 5;dynein regulatory complex subunit 5;nucleotide-binding oligomerization domain-containing protein 2;NACHT, LRR and PYD domains-containing protein 14	Chain	1	647	evm.contig-85524-1.1	1
cluster_46	speciation	speciation	OG0000803	Yes	No	0.264475631234982	0.0189132378645682	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-92594-1.3	586	NA	K20865;K22615;K10370;K10165;K25450	NACHT, LRR and PYD domains-containing protein 12;NLR family CARD domain containing 5;tropomodulin;nucleotide-binding oligomerization domain-containing protein 2;dynein regulatory complex subunit 5	Chain	1	586	evm.contig-92594-1.3	1
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-115352-1.4	93	NA	NA	NA	Chain	1	93	evm.contig-115352-1.4	1
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-12517-1.1	462	NA	K20865;K22615;K09257;K10165;K22614	NACHT, LRR and PYD domains-containing protein 12;NLR family CARD domain containing 5;NF-kappa-B inhibitor-like protein 2;nucleotide-binding oligomerization domain-containing protein 2;NLR family CARD domain-containing protein 3	Chain	1	462	evm.contig-12517-1.1	1
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-12518-1.5	174	NA	K03100	signal peptidase I [EC:3.4.21.89]	Chain	1	174	evm.contig-12518-1.5	1
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-139251-1.1	417	NA	K10370;K10165;K17576;K25450;K22615	tropomodulin;nucleotide-binding oligomerization domain-containing protein 2;protein phosphatase 1 regulatory subunit 37;dynein regulatory complex subunit 5;NLR family CARD domain containing 5	Chain	1	417	evm.contig-139251-1.1	0
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-17163-1.2	621	NA	K22615;K20865;K10165;K09257;K16634	NLR family CARD domain containing 5;NACHT, LRR and PYD domains-containing protein 12;nucleotide-binding oligomerization domain-containing protein 2;NF-kappa-B inhibitor-like protein 2;ribonuclease inhibitor	Chain	1	621	evm.contig-17163-1.2	1
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-180317-1.1	97	NA	K20159	2-amino-4-deoxychorismate synthase [EC:2.6.1.86]	Chain	1	97	evm.contig-180317-1.1	1
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-226250-1.1	629	NA	K20865;K12807;K09257;K22615;K10370	NACHT, LRR and PYD domains-containing protein 12;baculoviral IAP repeat-containing protein 1;NF-kappa-B inhibitor-like protein 2;NLR family CARD domain containing 5;tropomodulin	Chain	1	629	evm.contig-226250-1.1	0
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-23229-1.3	625	NA	K10370;K22615;K20865;K12805;K10165	tropomodulin;NLR family CARD domain containing 5;NACHT, LRR and PYD domains-containing protein 12;NLR family CARD domain-containing protein 4;nucleotide-binding oligomerization domain-containing protein 2	Chain	1	625	evm.contig-23229-1.3	1
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-38385-1.2	93	NA	NA	NA	Chain	1	93	evm.contig-38385-1.2	1
cluster_46	speciation	speciation	OG0001663	Yes	No	0.295424227465842	0.0241920703299135	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-77946-1.1	225	NA	K20439;K20004;K01194	putative phosphohexomutase / phosphatase;collectrin;alpha,alpha-trehalase [EC:3.2.1.28]	Chain	1	225	evm.contig-77946-1.1	0
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-10539-1.1	139	NA	NA	NA	Chain	1	139	evm.contig-10539-1.1	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-155855-1.1	231	NA	NA	NA	Chain	1	231	evm.contig-155855-1.1	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-155855-1.2	260	NA	NA	NA	Chain	1	260	evm.contig-155855-1.2	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-155855-1.3	228	NA	NA	NA	Chain	1	228	evm.contig-155855-1.3	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-155859-1.2	319	NA	NA	NA	Chain	1	319	evm.contig-155859-1.2	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-160846-1.2	206	NA	NA	NA	Signal peptide	1	22	evm.contig-160846-1.2	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-160848-1.1	294	NA	NA	NA	Chain	1	294	evm.contig-160848-1.1	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-176249-1.5	218	NA	NA	NA	Chain	1	218	evm.contig-176249-1.5	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-248966-1.1	216	NA	NA	NA	Signal peptide	1	19	evm.contig-248966-1.1	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26104-1.1	246	NA	NA	NA	Chain	1	246	evm.contig-26104-1.1	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26104-1.2	312	NA	NA	NA	Chain	1	312	evm.contig-26104-1.2	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26104-1.3	223	NA	NA	NA	Chain	1	223	evm.contig-26104-1.3	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26104-1.4	239	NA	NA	NA	Chain	1	239	evm.contig-26104-1.4	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26104-1.5	224	NA	NA	NA	Chain	1	224	evm.contig-26104-1.5	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26104-1.6	195	NA	NA	NA	Chain	1	195	evm.contig-26104-1.6	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-26104-1.7	451	NA	K21746;K09880	AraC family transcriptional regulator, reactive chlorine species (RCS)-specific activator of rcl operon;enolase-phosphatase E1 [EC:3.1.3.77]	Chain	1	451	evm.contig-26104-1.7	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-30685-1.3	232	NA	NA	NA	Chain	1	232	evm.contig-30685-1.3	1
cluster_46	speciation	speciation	OG0000747	Yes	No	0.340964561024791	0.0170230206847723	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-93310-1.1	104	NA	NA	NA	Chain	1	104	evm.contig-93310-1.1	1
cluster_46	speciation	speciation	OG0000746	Yes	No	0.428723980533791	0.0150729955274145	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-123949-1.1	431	RNA binding	K14322;K11588;K25753;K07295;K03260	polyadenylate-binding protein-interacting protein 1;methyl CpG binding protein 2;selenoprotein P;nuclear receptor subfamily 2 group A;translation initiation factor 4G	Chain	1	431	evm.contig-123949-1.1	1
cluster_46	speciation	speciation	OG0000746	Yes	No	0.428723980533791	0.0150729955274145	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-224385-1.1	128	NA	K14322	polyadenylate-binding protein-interacting protein 1	Chain	1	128	evm.contig-224385-1.1	0
cluster_46	speciation	speciation	OG0000746	Yes	No	0.428723980533791	0.0150729955274145	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-226364-1.3	87	NA	NA	NA	Chain	1	87	evm.contig-226364-1.3	0
cluster_46	speciation	speciation	OG0000746	Yes	No	0.428723980533791	0.0150729955274145	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-226364-1.4	98	RNA binding	K03260;K14322	translation initiation factor 4G;polyadenylate-binding protein-interacting protein 1	Chain	1	98	evm.contig-226364-1.4	0
cluster_46	speciation	speciation	OG0000746	Yes	No	0.428723980533791	0.0150729955274145	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-33270-1.1	222	NA	K10732;K10006;K14322	GINS complex subunit 1;glutamate transport system permease protein;polyadenylate-binding protein-interacting protein 1	Chain	1	222	evm.contig-33270-1.1	1
cluster_46	speciation	speciation	OG0001970	Yes	No	0.640307566486729	0.0123768263885747	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-116641-1.9	167	Serum amyloid A protein	K17310;K18184	serum amyloid A protein;cytochrome c oxidase assembly protein subunit 20	Chain	1	167	evm.contig-116641-1.9	1
cluster_46	speciation	speciation	OG0001970	Yes	No	0.640307566486729	0.0123768263885747	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-63684-1.2	182	Serum amyloid A protein	K17310;K01523;K04365	serum amyloid A protein;phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31];B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]	Chain	1	182	evm.contig-63684-1.2	1
cluster_46	speciation	speciation	OG0001970	Yes	No	0.640307566486729	0.0123768263885747	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-97851-1.2	158	NA	K17310;K07362;K16303	serum amyloid A protein;linker for activation of T cells family member 1;p-cumate 2,3-dioxygenase subunit beta [EC:1.14.12.25]	Signal peptide	1	23	evm.contig-97851-1.2	1
cluster_46	speciation	speciation	OG0007344	Yes	No	0.64655720202367	0.0298337664041208	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-105129-1.1	238	Cytochrome P450 family protein	K07424;K01832;K14999;K15003;K15001	cytochrome P450 family 3 subfamily A [EC:1.14.14.1];thromboxane-A synthase [EC:5.3.99.5];cytochrome P450 family 6 [EC:1.14.-.-];cytochrome P450 family 9 [EC:1.14.-.-];cytochrome P450 family 4 [EC:1.14.-.-]	Chain	1	238	evm.contig-105129-1.1	1
cluster_46	speciation	speciation	OG0007344	Yes	No	0.64655720202367	0.0298337664041208	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-105129-1.2	518	Cytochrome P450	K01832;K07424;K14999;K15003;K15005	thromboxane-A synthase [EC:5.3.99.5];cytochrome P450 family 3 subfamily A [EC:1.14.14.1];cytochrome P450 family 6 [EC:1.14.-.-];cytochrome P450 family 9 [EC:1.14.-.-];cytochrome P450 family 28 [EC:1.14.-.-]	Chain	1	518	evm.contig-105129-1.2	1
cluster_46	speciation	speciation	OG0007344	Yes	No	0.64655720202367	0.0298337664041208	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-96512-1.1	96	NA	NA	NA	Chain	1	96	evm.contig-96512-1.1	1
cluster_46	speciation	speciation	OG0007666	Yes	No	0.718302905027803	0.0256101848985912	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-19721-1.3	574	Solute carrier family 16, member 11	K08186;K11810;K08190;K08181;K08180	MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 9;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 12;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 14;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 4;MFS transporter, MCT family, solute carrier family 16 (monocarboxylic acid transporters), member 3	Chain	1	574	evm.contig-19721-1.3	1
cluster_46	speciation	speciation	OG0009327	Yes	No	1.14130262085025	0.0389419399916375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-210226-1.1	374	Fucosyltransferase 9 (alpha (1,3) fucosyltransferase)	K14464;K07635;K00753;K03663;K00716	alpha-1,3-fucosyltransferase [EC:2.4.1.-];galactoside alpha-1,3-fucosyltransferase 7 [EC:2.4.1.-];glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214];4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase [EC:2.4.1.152];galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]	Chain	1	374	evm.contig-210226-1.1	0
cluster_46	speciation	speciation	OG0009327	Yes	No	1.14130262085025	0.0389419399916375	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-242699-1.1	367	Fucosyltransferase activity. It is involved in the biological process described with protein glycosylation	K14464;K07635;K00753;K07633;K07634	alpha-1,3-fucosyltransferase [EC:2.4.1.-];galactoside alpha-1,3-fucosyltransferase 7 [EC:2.4.1.-];glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214];galactoside alpha-1,3-fucosyltransferase 5 [EC:2.4.1.65];galactoside alpha-1,3-fucosyltransferase 6 [EC:2.4.1.65]	Chain	1	367	evm.contig-242699-1.1	0
cluster_46	speciation	speciation	OG0009328	Yes	No	1.23282807189697	0.0337521870922979	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-193056-1.1	507	Fucosyltransferase activity. It is involved in the biological process described with protein glycosylation	K14464;K07635;K00753;K07632;K00716	alpha-1,3-fucosyltransferase [EC:2.4.1.-];galactoside alpha-1,3-fucosyltransferase 7 [EC:2.4.1.-];glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214];galactoside alpha-1,3-fucosyltransferase 4 [EC:2.4.1.-];galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]	Chain	1	507	evm.contig-193056-1.1	0
cluster_46	speciation	speciation	OG0009328	Yes	No	1.23282807189697	0.0337521870922979	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-211449-1.1	443	Fucosyltransferase activity. It is involved in the biological process described with protein glycosylation	K14464;K07635;K00753;K07632;K00716	alpha-1,3-fucosyltransferase [EC:2.4.1.-];galactoside alpha-1,3-fucosyltransferase 7 [EC:2.4.1.-];glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214];galactoside alpha-1,3-fucosyltransferase 4 [EC:2.4.1.-];galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65]	Chain	1	443	evm.contig-211449-1.1	0
cluster_46	speciation	speciation	OG0009328	Yes	No	1.23282807189697	0.0337521870922979	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-211449-1.2	506	Glycosyltransferase family 10 (fucosyltransferase) C-term	K14464;K07635;K00753;K00716;K07632	alpha-1,3-fucosyltransferase [EC:2.4.1.-];galactoside alpha-1,3-fucosyltransferase 7 [EC:2.4.1.-];glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214];galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65];galactoside alpha-1,3-fucosyltransferase 4 [EC:2.4.1.-]	Chain	1	506	evm.contig-211449-1.2	1
cluster_46	speciation	speciation	OG0008856	Yes	No	1.33773974750219	0.0104227167047119	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-149331-1.1	537	Fucosyltransferase, N-terminal	K14464;K07635;K00753;K00716;K07632	alpha-1,3-fucosyltransferase [EC:2.4.1.-];galactoside alpha-1,3-fucosyltransferase 7 [EC:2.4.1.-];glycoprotein 3-alpha-L-fucosyltransferase [EC:2.4.1.214];galactoside 3(4)-fucosyltransferase 3 [EC:2.4.1.65];galactoside alpha-1,3-fucosyltransferase 4 [EC:2.4.1.-]	Chain	1	537	evm.contig-149331-1.1	0
cluster_46	speciation	speciation	OG0007098	Yes	No	1.42602049801265	0.0183446329063117	Amblyomma-americanum	Amblyomma-americanum_evm.model.contig-12607-1.2	650	NA	K01389;K01415;K08636;K08635;K09610	neprilysin [EC:3.4.24.11];endothelin-converting enzyme [EC:3.4.24.71];phosphate-regulating neutral endopeptidase [EC:3.4.24.-];neprilysin [EC:3.4.24.11];endothelin-converting enzyme-like 1 [EC:3.4.24.-]	Signal peptide	1	26	evm.contig-12607-1.2	0
