X1,X2,leiden_cluster_id,walktrap6_cluster_id,walktrap4_cluster_id,infomap_cluster_id,walktrap2_cluster_id,protein_name,best_gos,second_best_gos
OG0006549,-3.43039926551136,-8.830954999847,43,399,508,718,330,None,None,NA
OG0006552,-2.64852746985706,14.945562868195,49,377,282,437,80,None,None,NA
OG0006553,-9.27779611609729,3.65780547149699,14,57,53,154,345,None,None,NA
OG0006554,2.54919392205922,-6.66240951530415,77,230,34,436,693,None,None,NA
OG0006555,4.11470499970166,-5.16925475112874,60,46,5,592,131,Insulin receptor tyrosine kinase substrate, putative,GO:0005654; GO:0005829; GO:0016301; GO:0016310; GO:0030838; GO:0051017; GO:0051764; GO:2000251 (31),NA
OG0006556,0.523941669242062,-4.47307953350026,61,224,324,469,284,WD repeat-containing protein 91,GO:0005829; GO:0031313; GO:0031901; GO:0031902; GO:0035014; GO:0043551; GO:0045022 (31),NA
OG0006557,-1.39044889472278,1.99626162536662,18,91,106,76,3282,Zinc finger protein, putative (Zinc finger protein, putative (Fragment)),GO:0005634 (31),NA
OG0006558,2.4833311770126,-6.73820468894917,77,230,34,436,5,60S ribosomal protein L37a-like protein,GO:0003735; GO:0005840; GO:0006412 (31),NA
OG0006560,-0.460217323525272,-2.23065045587498,57,34,264,333,219,None,None,NA
OG0006562,-6.2310202982262,5.42858651168864,20,9,168,11,117,None,None,NA
OG0006564,-12.0579245951012,11.2360186863713,66,59,120,383,3283,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 (Complex I-B14.7) (NADH-ubiquinone oxidoreductase subunit B14.7),GO:0005747; GO:0016491; GO:0032981 (31),NA
OG0006565,-5.19654115699085,-11.4816298197933,12,40,99,60,9,None,None,NA
OG0006566,-10.3648074533776,-6.61768886558492,24,131,28,280,384,None,None,NA
OG0006568,2.93021572716681,4.14600232131999,7,41,107,478,34,Resistance to inhibitors of cholinesterase protein 3 N-terminal domain-containing protein,GO:0005783; GO:0016020 (31),NA
OG0006569,4.53786233402935,-2.57110260538537,50,23,29,370,467,Trafficking protein particle complex subunit 2-like protein,GO:0005634; GO:0005737; GO:0006888; GO:0030008; GO:0048471 (26),GO:0006888; GO:0048471 (5)
OG0006572,15.4344851110145,7.85294487960857,41,141,63,100,3284,None,None,NA
OG0006573,8.12428012825696,-4.99858638755757,72,14,570,747,600,Synaptic vesicle protein, putative,None,NA
OG0006574,8.01032558418957,-8.14421269409138,75,99,591,388,808,None,None,NA
OG0006575,-4.27538904212268,0.325886516647751,85,3,346,532,306,Sprouty-related,GO:0009966; GO:0016020 (31),NA
OG0006576,3.65605572201458,-8.71775958053548,79,333,272,677,95,None,None,NA
OG0006578,3.57696542479245,-8.75259110443074,79,333,272,677,95,None,None,NA
OG0006579,3.43376639820782,-8.28640171997029,79,24,240,760,127,None,None,NA
OG0006580,6.78262558914868,-6.73478576652486,53,185,135,535,3285,None,None,NA
OG0006581,11.8450485799476,-5.46343538276631,91,6,601,645,582,None,None,NA
OG0006582,8.09836355187146,9.72871163375896,35,48,202,332,3286,None,GO:0016020 (31),NA
OG0006583,9.65765968300549,0.287076978760178,69,29,502,240,823,None,None,NA
OG0006584,-3.89583763144763,8.09337189682048,51,164,158,95,245,small monomeric GTPase,GO:0003925; GO:0005525; GO:0005770; GO:0016020 (29),GO:0003924; GO:0005525 (2)
OG0006585,5.56710926033703,-8.15659901611287,63,258,501,232,92,None,None,NA
OG0006586,-8.98384984992298,3.30254414566081,14,317,221,16,3287,None,None,NA
OG0006587,1.60066226460186,-0.520736904067581,28,79,43,399,341,F-box domain-containing protein,GO:0003677; GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482 (31),NA
OG0006588,-6.96466955207141,-1.46143266670186,25,42,361,107,307,None,None,NA
OG0006589,-2.91886552832874,-6.51023337356526,47,125,90,36,308,Ankyrin repeat domain-containing protein 7,GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (22),GO:0005576; GO:0005634; GO:0005886; GO:0006887; GO:0032088; GO:0032440; GO:0044218; GO:0044231; GO:0051059; GO:0090729 (6)
OG0006590,11.909201297538,-5.50582119934041,91,6,601,645,582,Cyanocobalamin reductase (cyanide-eliminating),GO:0005737; GO:0009235; GO:0032451; GO:0033787; GO:0071949 (22),GO:0005737; GO:0016491 (9)
OG0006591,-12.4722169306115,-0.239315481109207,10,47,102,88,3288,Sushi domain-containing protein,GO:0016020 (30),NA
OG0006592,3.188347402589,0.187403945999558,19,329,476,365,607,Dephospho-CoA kinase domain-containing protein, putative,GO:0004140; GO:0005524; GO:0015937; GO:0016310 (20),GO:0004140; GO:0005524; GO:0015937; GO:0016020 (6)
OG0006594,-4.89950307868274,13.1468053150944,32,22,139,114,352,rRNA methylase, putative,GO:0003723; GO:0008173; GO:0016020; GO:0031167 (25),GO:0003723; GO:0005739; GO:0008173; GO:0031167 (6)
OG0006595,-11.8459447290734,-4.22869989387471,44,11,98,199,351,None,None,NA
OG0006596,2.59163357652871,-8.93451592437703,22,306,250,783,162,None,None,NA
OG0006597,-7.47876771949085,-1.19017335884053,25,283,171,716,3289,None,None,NA
OG0006599,-12.625861492379,-0.270448417586868,10,47,256,715,3290,Galactokinase-like protein,GO:0004335; GO:0005524; GO:0005737; GO:0006012 (31),NA
OG0006600,11.8132340047523,-1.97513106576878,36,38,14,474,836,Lon protease homolog,GO:0004176; GO:0004252; GO:0005524; GO:0006508; GO:0016887; GO:0030163 (31),NA
OG0006601,9.65336338021008,0.202586679535324,69,3,47,281,846,B-cell CLL/lymphoma 7 protein family member A,None,NA
OG0006602,4.86121788956372,-6.90949532501179,16,382,435,123,413,C2H2-type domain-containing protein,None,NA
OG0006605,3.1802942190334,-7.07311293594319,75,99,416,720,5,None,None,NA
OG0006608,-3.22735914252552,3.51517584808391,5,104,54,186,444,39S ribosomal protein L55, mitochondrial-like protein,GO:0003735; GO:0005762 (31),NA
OG0006609,3.10304203964917,0.149611263351852,19,329,476,428,607,Gastrula zinc finger protein-like protein,None,NA
OG0006610,-0.258407917244754,-3.87799236289937,61,3,47,268,3291,None,None,NA
OG0006613,3.53187170960156,-8.72399899475056,79,335,511,784,692,Transmembrane protein, putative,GO:0016020; GO:0070059 (31),NA
OG0006614,7.97156158425061,0.779938964920456,27,90,190,248,24,Ionotropic glutamate receptor L-glutamate and glycine-binding domain-containing protein,GO:0004970; GO:0005886; GO:0008066; GO:0035249; GO:0050804; GO:0098839; GO:1904315 (20),GO:0004970; GO:0005886 (6)
OG0006616,1.6002910468742,11.3368907261662,8,298,2,38,143,None,None,NA
OG0006617,11.5153147313759,-1.97674539796788,36,38,14,476,431,None,None,NA
OG0006618,5.89941040016858,-3.74054345600087,30,389,482,684,377,None,None,NA
OG0006619,-3.42045959494861,-8.82710310928304,43,94,3,118,456,None,None,NA
OG0006620,6.62439361550061,-3.42594072334248,30,62,21,662,72,None,None,NA
OG0006621,-2.09039911292346,10.0044913578801,46,108,134,396,139,Coiled-coil domain-containing protein 86,GO:0005634 (31),NA
OG0006624,-9.89485200904163,-6.97660729400594,24,28,284,178,3292,None,None,NA
OG0006627,1.96058425642697,-9.55650946609456,22,37,169,542,105,None,None,NA
OG0006628,-5.26338418982776,-11.4576172541805,12,40,99,60,3293,Treslin N-terminal domain-containing protein,GO:0003682; GO:0005634; GO:0006260; GO:0007095; GO:0010212; GO:0030174; GO:0033314 (31),NA
OG0006630,1.61209372021405,-8.07052371017415,78,288,194,393,99,None,None,NA
OG0006631,-3.52037176154407,-8.70334765426595,43,94,3,118,524,None,None,NA
OG0006632,-10.3892777826622,-6.63724729530293,24,131,28,280,3294,None,None,NA
OG0006633,5.32662478424756,-6.98291680328328,56,111,252,634,133,None,None,NA
OG0006646,-0.863993253929935,-8.70444056503255,65,575,1181,792,3295,Rho-GAP domain-containing protein,GO:0007165 (30),NA
OG0006649,-0.542433347924075,-0.129272909087723,29,107,80,452,282,None,None,NA
OG0006650,3.8612341020271,-5.41485735885579,60,46,155,170,460,None,None,NA
OG0006651,1.48867157437054,1.47500899322551,42,226,46,557,159,Secreted salivary gland peptide, putative,GO:0005634; GO:0005737; GO:0009408; GO:0042026; GO:0051082 (30),NA
OG0006652,1.16486421562878,-3.52329501621205,61,213,276,422,26,None,None,NA
OG0006653,1.9501725170776,-9.54519888870198,22,37,169,542,105,Cytochrome b-c1 complex subunit 6,GO:0005750; GO:0006122; GO:0016491 (16),GO:0005750; GO:0006122 (14)
OG0006654,0.475227985160031,-6.97075650207478,34,83,366,273,465,Biogenesis of lysosome-related organelles complex 1 subunit 5,GO:0030133; GO:0031083 (30),NA
OG0006655,5.89682785011975,-3.6837843965717,30,389,482,684,481,None,None,NA
OG0006658,1.59546974636761,11.3248381901554,8,298,2,38,143,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Complex I-B14.5a) (NADH-ubiquinone oxidoreductase subunit B14.5a),GO:0005743; GO:0042773; GO:0070469 (30),NA
OG0006660,8.06320730187146,-4.71543488017995,72,128,37,574,822,None,None,NA
OG0006663,1.49343291260449,1.42730906494182,42,212,27,722,3296,HIG1 domain-containing protein,GO:0016020 (30),NA
OG0006664,5.86174050308911,-5.32894608489949,33,5,232,502,661,Cyclin-dependent kinase 2-associated protein,GO:0005634 (25),GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0016301; GO:0016310 (5)
OG0006666,3.66494670845715,3.8696761418156,48,82,181,351,552,Fucolectin tachylectin-4 pentraxin-1 domain-containing protein,GO:0001868; GO:0010185; GO:0016020; GO:0042806 (30),NA
OG0006667,-3.52088722251209,-8.80859086029012,43,80,1182,556,3297,Sister chromatid cohesion protein DCC1,GO:0000775; GO:0000785; GO:0006260; GO:0031390; GO:0034088 (30),NA
OG0006668,-3.19349130652698,-4.51491817943532,6,2,593,313,793,None,None,NA
OG0006673,-2.97062238715442,3.7577638912968,5,43,193,21,16,None,None,NA
OG0006675,5.37075201012341,3.67093470581096,48,352,513,499,720,RWD domain-containing protein,GO:0005737; GO:0006417 (30),NA
OG0006676,3.53686693646161,-8.69946715347249,79,333,272,677,95,None,None,NA
OG0006678,5.30256072022168,-7.00864550582845,56,111,252,634,133,None,None,NA
OG0006680,7.11568943001477,-6.84397408477742,53,364,406,791,752,None,None,NA
OG0006681,-3.0816906359032,-4.47609958164174,6,2,52,129,124,HIG1 domain family member 2A-like protein,GO:0016020 (30),NA
OG0006682,8.06191888786999,-5.0546037863918,72,403,504,774,75,Corticotropin-releasing factor-binding protein (Corticotropin-releasing hormone-binding protein),GO:0005576; GO:0051424 (23),GO:0005576; GO:0016020; GO:0051424 (7)
OG0006683,4.55166963078228,-2.57629135362584,50,23,578,612,512,None,None,NA
OG0006684,6.93547693230359,-6.65024396888692,53,61,520,144,3298,None,None,NA
OG0006689,3.56952646710125,-8.78597161285359,79,333,272,677,95,None,None,NA
OG0006690,-7.18143114112171,-0.82732209674794,25,52,454,498,414,RAB-23, putative,GO:0000045; GO:0003924; GO:0004767; GO:0005525; GO:0005776; GO:0006886; GO:0010008; GO:0012505 (30),NA
OG0006691,1.57843211628643,11.3170810032658,8,298,2,38,143,E3 ubiquitin-protein ligase RNF114,GO:0000209; GO:0006511; GO:0007283; GO:0030154; GO:0046872; GO:0060255; GO:0061630 (25),GO:0046872; GO:0060255 (5)
OG0006694,11.8450447652504,-5.49375173561055,91,6,601,645,582,None,None,NA
OG0006695,-6.23185476325305,5.39266160018962,20,9,168,401,222,Reductase-like,None,NA
OG0006699,1.79384616352765,-12.5865692805477,45,77,204,355,81,None,None,NA
OG0006700,1.97546646334378,-9.54964968673665,22,37,169,447,321,None,None,NA
OG0006701,7.49337783791272,-8.32268139831502,75,196,177,522,310,None,None,NA
OG0006703,4.11192611195294,9.30897858627361,15,50,132,173,179,None,None,NA
OG0006704,-3.77043136618885,-2.88669633976895,13,156,115,210,214,None,None,NA
OG0006705,2.33353510834424,-4.5063403557964,16,3,210,470,3299,None,None,NA
OG0006706,7.76479593254773,-2.21981003992039,38,292,258,228,777,None,None,NA
OG0006708,-9.25777086280139,3.51629021652263,14,57,53,154,25,None,None,NA
OG0006709,5.34517160393445,-7.04411646835286,56,111,252,634,133,None,None,NA
OG0006710,7.03998199440686,-6.69513031951863,53,110,47,775,232,None,None,NA
OG0006711,-1.38898166678699,1.98821690567058,18,91,106,76,123,None,None,NA
OG0006712,-2.78754600547107,14.7796902943425,49,395,571,290,502,Proteasome assembly chaperone 1,GO:0000502; GO:0005783; GO:0070628; GO:0080129 (30),NA
OG0006713,-1.37710365317615,6.05586674697917,21,4,475,86,3300,None,None,NA
OG0006716,3.63753143288342,-8.72490689269978,79,333,180,782,3301,None,None,NA
OG0006717,-12.0483220484093,11.1638894367985,66,59,120,373,430,None,None,NA
OG0006718,-12.1241954233483,11.410500078278,66,59,120,373,669,None,None,NA
OG0006720,-4.95183691046985,13.0155520726017,32,22,139,114,96,Cornichon,GO:0016020; GO:0016192 (30),NA
OG0006721,7.98913780190197,0.741246252136643,27,90,190,248,24,Transmembrane protein 170A,GO:0016020 (30),NA
OG0006722,-3.91581090949329,-3.14208591095883,13,319,197,71,3302,None,None,NA
OG0006723,6.31371036507336,-0.402822227401321,55,35,12,455,722,Homeobox protein,GO:0003677; GO:0003700; GO:0005634 (25),GO:0000981; GO:0003677; GO:0005634 (5)
OG0006724,1.96705779768673,-9.5727238368221,22,37,169,542,105,ADP-ribosylation factor-like protein 6,GO:0003924; GO:0005525; GO:0005930; GO:0006886; GO:0016192; GO:0060271; GO:0061512 (17),GO:0003924; GO:0005525; GO:0016192; GO:0051649 (12)
OG0006725,-9.35260900519641,3.49402001388591,14,57,53,154,25,None,None,NA
OG0006726,6.42043343521801,-6.94123169891316,53,61,399,526,175,None,None,NA
OG0006729,-11.4471639063195,-4.20037576667744,44,11,497,117,3303,None,None,NA
OG0006730,5.42114511467663,3.61048176773112,48,82,88,379,612,None,None,NA
OG0006731,-2.90912422202381,-6.43656823150594,47,103,36,758,3304,None,None,NA
OG0006732,6.1430076692268,-2.44446429721791,72,312,479,577,469,None,None,NA
OG0006733,1.63195136524884,-12.4208779048153,45,326,440,615,400,None,None,NA
OG0006735,-0.0345233347252227,-4.26437863819081,61,386,434,605,3305,None,None,NA
OG0006737,-1.19927009604724,5.77190068252605,21,143,481,103,338,None,None,NA
OG0006738,-12.4262784387902,-0.38031122199971,10,47,277,628,536,None,None,NA
OG0006739,-1.16623672507556,5.01103547103923,21,189,288,140,325,None,None,NA
OG0006740,4.96904459931103,-9.94384762756306,68,71,151,708,851,None,None,NA
OG0006742,-0.0413745310142852,-4.19560155384023,61,359,378,781,844,None,None,NA
OG0006744,1.59758463837353,-0.520989150924271,28,79,43,399,341,None,None,NA
OG0006745,-3.49877914450916,-8.77163788787801,43,94,3,118,78,Transmembrane protein 19,GO:0016020 (30),NA
OG0006746,-9.11619028113635,3.39044240005534,14,57,472,16,3306,None,None,NA
OG0006747,2.5262177918121,-2.64713475219685,62,224,180,15,451,Adenomatous polyposis coli protein, putative,GO:0005783; GO:0008013; GO:0016043; GO:0016055; GO:0030178; GO:0030433; GO:0043130 (22),GO:0005737; GO:0008013; GO:0016043; GO:0016055; GO:0030178; GO:0043231 (8)
OG0006748,-2.91895135901721,3.77139380462688,5,43,31,21,213,None,None,NA
OG0006749,7.15337863899914,-6.54305455200154,53,110,10,725,82,None,None,NA
OG0006751,-11.8564885523156,-4.28280827514607,44,11,98,199,351,None,None,NA
OG0006752,4.43254390694348,0.982196598129685,59,222,388,196,578,aminoacyl-tRNA hydrolase,GO:0004045 (29),NA
OG0006753,-3.54641374610218,-8.55185458175618,43,94,3,118,3307,None,None,NA
OG0006754,5.66447511650769,3.88294651992839,48,168,241,596,812,Major facilitator superfamily (MFS) profile domain-containing protein,GO:0016020; GO:0022857 (30),NA
OG0006756,0.225906524436154,-7.13914057723958,34,123,212,49,696,None,None,NA
OG0006758,-0.144256439431033,0.474851875381882,54,390,191,412,750,G-protein coupled receptors family 1 profile domain-containing protein,GO:0004930; GO:0016020 (17),GO:0004715; GO:0004989; GO:0004993; GO:0007187; GO:0007268; GO:0016020; GO:0030425; GO:0030594; GO:0045202 (13)
OG0006760,-2.8212827112511,-6.55117675773579,47,103,36,758,3308,None,None,NA
OG0006761,2.59658632017819,-4.22694298736531,16,153,24,18,392,None,None,NA
OG0006762,1.6290414664909,-0.63112065307576,28,79,180,415,297,None,None,NA
OG0006763,-10.1399596597985,-6.80480906478841,24,96,612,29,787,UPF0598 protein-like isoform X1,None,NA
OG0006764,5.30237689949719,-7.08463475219685,56,313,211,793,3309,None,None,NA
OG0006765,-2.9225896265343,-6.53406640998799,47,56,1183,138,3310,None,None,NA
OG0006780,8.02939048744885,-2.38872802369077,38,53,170,389,782,None,None,NA
OG0006782,5.33141532875744,-6.96625420562703,56,111,252,634,133,RING-type domain-containing protein,GO:0046872; GO:0060255; GO:0061630; GO:0072487 (28),GO:0003006; GO:0003924; GO:0005525; GO:0007264; GO:0022412; GO:0035006; GO:0035099; GO:0061630 (1)
OG0006784,6.50286165215222,-3.51508256904561,69,29,34,500,421,Iduronate 2-sulfatase-like protein,GO:0004423; GO:0046872 (29),NA
OG0006786,-0.422672596199832,-0.0226940821834258,29,107,80,452,282,Slit-like protein,GO:0002224; GO:0004888; GO:0006955; GO:0016020 (29),NA
OG0006787,1.79179564453808,-7.92511078826863,78,288,194,393,99,None,None,NA
OG0006789,6.30816713310925,-0.405227632445877,55,35,12,455,722,Signal peptidase complex subunit 1 (Microsomal signal peptidase 12 kDa subunit),GO:0005787; GO:0006465; GO:0045047 (20),GO:0005787; GO:0006465 (9)
OG0006792,4.10355547405926,-4.26649090759236,60,152,1184,466,3311,None,None,NA
OG0006796,-12.0137370493248,4.40450528152507,2,13,73,2,196,NADP-dependent oxidoreductase domain-containing protein,GO:0016491 (29),NA
OG0006797,-12.452859249337,-0.283356399459427,10,165,199,712,710,None,None,NA
OG0006798,-0.823166218026004,-2.3519962143131,57,336,310,456,207,None,None,NA
OG0006799,8.98516336418835,-3.84749278537709,70,157,486,509,376,None,None,NA
OG0006801,-0.174922313912234,-0.43200537673909,29,160,93,640,403,None,None,NA
OG0006803,-3.47049364112171,-8.86092802993733,43,94,3,118,78,HMG box domain-containing protein,GO:0003677; GO:0005634; GO:0016020 (29),NA
OG0006804,1.64014318920819,11.3095288563542,8,298,2,38,143,None,None,NA
OG0006805,6.74020210243908,-4.33975574485738,53,372,437,409,3312,None,None,NA
OG0006806,12.0535704229042,-6.00629922859151,88,379,569,591,737,Anaphase-promoting complex subunit 15-like protein,GO:0005680; GO:0090266 (29),NA
OG0006807,-0.365499344094119,-0.158882589263504,29,107,80,610,262,Ankyrin repeat containing protein,GO:0005576; GO:0005886; GO:0006887; GO:0007165; GO:0044218; GO:0044231; GO:0090729 (29),NA
OG0006809,-3.93507608435901,-2.98875427357632,13,54,147,143,154,None,None,NA
OG0006810,-3.0669520761803,-4.57955095283467,6,291,355,409,136,Timeless protein, putative,GO:0000076; GO:0003677; GO:0006281; GO:0009649; GO:0031298; GO:0043111; GO:0048511 (29),NA
OG0006812,-0.443336811287723,-2.25822880975682,57,34,264,333,259,MATH domain-containing protein,None,NA
OG0006813,1.83701768852917,-7.86152026168782,78,107,80,293,779,None,None,NA
OG0006814,4.50276699997632,1.22133138664287,59,16,142,660,437,Ribosome biogenesis protein slx9,GO:0000462; GO:0005730; GO:0030686; GO:0030688 (29),NA
OG0006816,-1.71829828284534,9.79332688339275,46,108,208,239,369,None,None,NA
OG0006818,-9.20891031287464,3.49901869781535,14,57,53,154,25,None,None,NA
OG0006819,7.83480564095227,-4.48505541793782,72,128,37,746,698,Cytochrome P450, putative,GO:0005506; GO:0016020; GO:0020037; GO:0070330 (29),NA
OG0006821,-16.2995589639977,-7.57752940170247,1,260,45,1,3313,Senescence-associated protein,None,NA
OG0006822,6.33365956284253,18.9906735707096,37,282,217,51,402,None,None,NA
OG0006824,7.86372104622571,0.51228549964946,27,3,190,248,24,Borealin C-terminal domain-containing protein,GO:0000070; GO:0000775; GO:0005634; GO:0032133; GO:0051233; GO:0051301 (29),NA
OG0006825,-3.88695034049304,8.0097260762028,51,164,158,95,245,None,None,NA
OG0006826,-7.41325124762805,-0.961898417396133,32,22,267,257,3314,Histidine-rich glycoprotein-like,None,NA
OG0006828,0.639376792685666,-7.52805468551595,34,123,196,307,499,None,None,NA
OG0006830,-3.86738809607776,7.98576787002605,51,164,158,95,245,E3 ubiquitin protein ligase MARCH3, putative,GO:0004842; GO:0008270; GO:0016020; GO:0016567 (29),NA
OG0006831,-9.36209329627307,3.6296596813969,14,57,53,154,25,None,None,NA
OG0006833,12.0497166249916,-5.43414327613789,74,74,485,582,74,None,None,NA
OG0006834,-3.15566953681263,-3.88407108299214,6,2,402,7,3315,None,None,NA
OG0006835,0.595843944327512,-7.1333813380428,34,123,196,32,3316,None,None,NA
OG0006836,15.4077507589027,7.99083283432048,41,141,63,100,3317,Homeobox domain-containing protein,GO:0000981; GO:0003677; GO:0005634 (25),GO:0003677; GO:0005634 (4)
OG0006837,-3.74324306510242,-3.13875976316411,13,54,147,143,154,Molybdate-anion transporter (Major facilitator superfamily domain-containing protein 5) (Molybdate transporter 2 homolog),GO:0005886; GO:0015098 (29),NA
OG0006839,2.57036197520939,-4.27246686927754,16,153,24,18,392,None,None,NA
OG0006840,-7.42637285254749,-7.37618205062825,26,25,7,177,205,Circadian locomoter output cycles kaput protein, putative,GO:0000981; GO:0003989; GO:0005634; GO:0005667; GO:0005737; GO:0032922; GO:0045944; GO:0046983 (21),GO:0000981; GO:0003677; GO:0005634; GO:0005667; GO:0005737; GO:0032922; GO:0045944; GO:0046983 (7)
OG0006841,0.663242254035153,-7.48344943038899,34,123,196,307,713,None,None,NA
OG0006842,15.4255816075966,7.95390275009196,41,141,63,100,3318,Zinc finger protein-like,None,NA
OG0006844,9.35753837563244,-5.99724909774739,76,427,596,623,774,None,None,NA
OG0006846,-2.08490165732654,10.1253838825993,46,108,134,396,3319,DBF4-type domain-containing protein,GO:0003676; GO:0008270; GO:0010571; GO:0031431; GO:0043539; GO:1901987 (28),NA
OG0006847,6.57732263542859,-3.3356917809673,30,62,230,495,158,CUB domain-containing protein,None,NA
OG0006848,-2.94074806235584,15.2014355946354,49,26,1185,162,3320,C2H2-type domain-containing protein,GO:0046872 (28),GO:0016020 (1)
OG0006849,7.89159885384289,-8.15152022354085,75,407,605,794,833,None,None,NA
OG0006850,0.83294204212872,-2.4598540674873,71,412,610,305,344,SET domain-containing protein, putative,GO:0003713; GO:0018023; GO:0018026; GO:0018027; GO:0030785; GO:0042800; GO:0045944; GO:0046975 (29),NA
OG0006851,-5.20090517066272,-11.4649004649349,12,40,99,60,9,Protein kinase domain-containing protein,GO:0004672; GO:0005524; GO:0006468; GO:0007283; GO:0030719; GO:0034587; GO:0043186 (28),NA
OG0006852,5.82488003708569,-5.23543354980428,33,5,232,502,661,None,None,NA
OG0006854,-12.0353892710045,4.40830328949016,2,13,73,2,196,None,None,NA
OG0006856,-3.97086175940784,7.56528046615642,51,182,298,152,655,None,None,NA
OG0006859,-4.34092601798328,0.343392877655441,85,423,617,767,786,EF-hand domain-containing protein,GO:0005509 (29),NA
OG0006860,5.43080655075757,3.69030859954875,48,82,88,379,612,WW domain-containing protein,None,NA
OG0006861,-7.73731740973743,6.05354359634441,4,75,109,5,733,Delta-like protein,GO:0005112; GO:0007154; GO:0016020 (23),GO:0007219; GO:0016020 (3)
OG0006863,-9.22129282019885,3.65514424331706,14,57,53,154,832,Tnf receptor associated factor, putative,GO:0004222; GO:0004674; GO:0031625; GO:0032813; GO:0051092; GO:0061630 (29),NA
OG0006865,-16.2068942453698,-7.49439141265828,1,260,45,1,3321,None,None,NA
OG0006867,9.05970922447888,-1.95233669988591,82,422,616,484,40,Alanyl-tRNA synthetase, putative,GO:0002196; GO:0003676; GO:0004813; GO:0005524; GO:0006419; GO:0006450 (20),GO:0003676; GO:0004813; GO:0005524; GO:0006419 (9)
OG0006868,5.84967533089367,-3.7776627253719,30,389,482,684,377,None,None,NA
OG0006873,-16.1866534616783,-7.60901686660725,1,169,1186,40,3322,None,None,NA
OG0006875,-1.39136728308948,1.88795378692668,18,91,106,76,3323,None,None,NA
OG0006876,1.62688961960522,-12.3281569194027,45,77,32,325,626,PiggyBac transposable element-derived protein 4 C-terminal zinc-ribbon domain-containing protein,None,NA
OG0006877,10.1281849477455,-11.9519028376766,84,413,563,531,609,None,None,NA
OG0006878,-5.21595605872425,-11.4088549327083,12,40,99,60,3324,None,None,NA
OG0006879,3.9925223920509,-5.4139902304836,60,46,367,185,316,None,None,NA
OG0006883,0.496115121619382,-7.4477877330013,34,123,196,307,499,None,None,NA
OG0006890,-5.63434824012073,-3.49955049268681,3,27,319,198,240,Neugrin (Neurite outgrowth-associated protein),GO:0005634; GO:0031966 (23),GO:0031966 (5)
OG0006894,1.69455185867993,11.3196873951725,8,298,2,38,3325,None,None,NA
OG0006897,1.42973879315106,1.499930887299,42,226,46,557,159,None,None,NA
OG0006899,-5.28033384345325,10.1607537556462,23,55,213,219,3326,None,None,NA
OG0006900,-4.01839336417469,8.00986817367595,51,164,158,772,3327,None,None,NA
OG0006901,-3.54042037986072,-8.79780528060872,43,94,3,118,3328,None,None,NA
OG0006904,4.92961421944348,-9.92033860198933,68,71,151,708,851,None,None,NA
OG0006907,-3.18551906607898,-4.67329785339314,6,2,593,313,793,None,None,NA
OG0006908,7.11362234093396,-6.63872811309773,53,110,10,483,791,None,None,NA
OG0006909,2.02727547623364,-12.2205700587459,45,358,464,517,406,None,None,NA
OG0006912,5.49633875824658,0.778111724930222,38,292,180,394,451,None,GO:0005179 (20),GO:0005179; GO:0016020 (8)
OG0006914,-5.19640954993518,-11.5065779399105,12,40,99,60,22,None,None,NA
OG0006915,-1.36499580405506,1.84493401535075,18,91,106,76,52,None,GO:0016020 (28),NA
OG0006916,8.13490835167615,-4.40095290653188,72,321,461,666,738,Phospholipid/glycerol acyltransferase domain-containing protein,GO:0016020 (27),GO:0008374; GO:0016020 (1)
OG0006917,1.26940146424023,-5.33230373374898,64,271,175,682,3329,None,None,NA
OG0006920,-5.63986906073841,-3.52483990899998,3,27,319,198,240,Transducin beta chain, putative,GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0016905; GO:0030126 (28),NA
OG0006922,4.58306458927838,-2.74497760478187,50,23,254,732,93,None,None,NA
OG0006925,-3.01122507117542,-4.36267861835439,6,171,245,134,12,DUF4789 domain-containing protein,GO:0016020 (28),NA
OG0006928,-5.84987386725696,-3.38539400808293,3,27,188,583,767,None,None,NA
OG0006931,7.08247819878308,-6.65635916702229,53,110,47,775,232,None,None,NA
OG0006933,-7.39284166358264,-1.00572833530385,25,52,69,427,281,Vitellogenin domain-containing protein,GO:0005319; GO:0016020; GO:0016757 (28),NA
OG0006934,-5.24562391303333,-11.5171475123592,12,40,1187,60,3330,None,None,NA
OG0006935,4.75234726406781,-9.67112586013753,68,71,566,225,186,None,None,NA
OG0006936,-5.18331941626819,-11.4533619593807,12,40,99,60,3331,None,None,NA
OG0006937,-1.27187284491809,1.89865639694255,18,68,94,620,3332,Mitochondrial import inner membrane translocase subunit,GO:0005743; GO:0015031 (28),NA
OG0006940,0.0345141027137421,-4.25929674617726,61,3,47,310,232,Ras-related protein Rab-24-like isoform X1,None,NA
OG0006941,7.57812992073742,-8.48640105239827,75,196,177,522,3333,None,None,NA
OG0006943,5.46230855919568,-7.75735709182698,16,92,131,111,3334,None,None,NA
OG0006945,-1.86096891425403,1.75582745559734,18,150,56,39,424,None,None,NA
OG0006946,5.70396891571728,-0.651919336242264,55,137,370,644,701,None,None,NA
